,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
62,1,0,1,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
63,7,0,4,1,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,3,0,1,0,0,7,5,0,0,8,0,0,0,9,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1
64,3,0,2,2,0,0,0,0,1,0,0,0,2,3,5,0,0,0,0,0,0,0,0,3,0,0,1,0,9,6,0,0,12,0,0,0,2,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3
65,6,0,8,3,0,0,0,0,1,0,0,0,0,4,12,0,0,0,0,1,0,0,0,2,0,1,0,0,18,10,0,0,20,0,0,0,7,0,7,3,2,0,0,0,0,1,0,0,0,0,0,0,3,2
66,5,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,8,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,2,0,4,0,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,3,0,4,0,0,14,1,0,6,16,0,0,0,7,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
68,5,0,4,4,0,0,0,0,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,2,0,2,0,0,18,5,0,1,17,0,0,0,11,4,6,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0
69,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,3,1,0,0,3,0,0,0,1,1,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
70,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,0,0,7,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
71,1,0,5,2,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,1,0,4,0,0,6,12,0,0,15,0,0,0,5,2,3,6,0,0,0,0,0,9,1,0,0,0,0,0,0,8
72,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
73,5,0,2,10,0,0,0,0,0,0,0,0,1,4,12,0,0,0,0,0,0,1,1,2,0,6,0,0,8,12,0,0,14,1,0,0,4,2,6,2,1,0,0,0,0,5,0,0,1,0,0,0,0,4
74,1,0,2,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,2,0,9,0,0,0,5,0,0,0,5,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,4
75,1,0,4,1,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,2,0,0,0,0,8,7,0,0,10,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
76,11,0,1,0,0,0,1,0,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,5,0,0,7,2,0,0,6,0,0,0,7,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
77,9,0,4,5,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,1,0,1,1,3,0,1,0,0,9,3,0,0,13,0,0,0,3,2,4,2,0,0,0,0,0,3,0,0,1,0,0,0,0,1
78,2,0,6,6,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,1,0,0,1,0,3,0,0,19,5,0,1,16,0,0,0,3,1,1,2,0,0,0,0,0,5,0,1,0,0,0,0,0,2
79,6,0,2,5,0,0,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,11,0,0,0,6,1,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
80,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,8,0,0,0,1,4,4,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0
81,2,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,9,0,1,3,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,2,0,3,0,0,24,5,0,0,20,0,0,0,12,1,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1
83,9,0,1,3,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,2,0,3,0,0,24,5,0,0,20,0,0,0,12,1,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1
84,3,0,3,3,0,0,0,0,0,0,0,1,1,4,4,0,0,0,3,0,0,0,0,2,0,4,0,0,29,3,0,0,15,0,0,0,10,3,6,4,0,0,0,0,0,6,0,1,1,0,0,0,0,3
85,10,0,1,2,0,0,0,0,2,0,0,0,2,5,9,0,0,0,0,1,0,0,0,2,0,3,0,0,23,7,0,5,20,0,0,0,3,6,5,7,1,0,0,0,0,12,0,0,0,0,0,0,0,4
86,1,0,1,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
87,11,0,2,5,0,0,0,1,2,0,0,0,2,1,6,0,0,0,0,0,0,0,0,1,0,2,0,0,25,10,0,0,18,0,0,0,6,1,6,4,2,0,0,0,0,0,0,0,0,1,0,0,1,5
88,6,0,6,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,4,0,2,1,0,4,9,0,0,11,0,0,0,5,3,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,6
89,8,0,2,2,0,0,0,0,0,0,0,1,2,4,11,0,0,0,0,0,0,0,0,2,0,1,0,0,15,5,0,0,2,0,0,0,6,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
90,2,0,0,5,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,6,0,0,0,2,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2
91,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,4,1,0,0,0,0,0,3,1,0,0,0,0,0,0,2
92,0,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,0,0,0,3,0,0,0,0,4,4,0,0,8,0,0,1,4,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,3
93,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,5,0,2,0,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,0,3,0,1,0,0,6,7,0,0,18,0,0,0,6,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
95,5,0,0,1,0,0,0,0,0,0,0,2,4,1,13,0,0,0,0,0,0,0,0,2,0,4,0,0,10,6,0,1,18,0,0,0,14,2,9,4,9,0,0,0,0,5,0,1,0,1,0,0,0,2
96,2,2,0,4,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,5,0,4,0,0,1,1,0,3,2,0,1,0,3,5,3,0,3,0,0,0,0,1,8,1,1,0,1,0,0,0
97,5,0,1,2,0,0,0,0,0,0,0,2,0,4,11,0,0,0,0,2,0,0,0,2,0,2,0,0,10,8,0,0,8,0,0,0,1,1,7,1,0,0,0,0,0,3,1,0,0,0,0,0,0,4
98,1,0,1,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
99,11,0,2,2,0,0,0,0,0,0,0,0,2,13,14,0,0,0,2,0,0,0,0,4,0,3,0,0,18,10,0,0,14,0,0,0,8,1,7,1,0,0,0,0,0,6,1,0,0,0,0,0,0,6
